Temperature;Unit;Initial;Unit;Difference;Unit;Status;Humidity;Unit;Initial;Unit;Difference;Unit;Status;Time
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;00
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;02
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;03
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;04
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;05
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;06
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;07
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;08
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;09
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;10
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;11
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;12
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;13
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;14
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;15
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;16
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;17
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;18
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;19
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;20
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;21
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;22
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;23
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;24
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;25
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;26
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;27
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;28
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;29
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;30
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;31
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;32
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;33
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;34
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;35
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;36
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;37
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;38
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;39
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;40
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;41
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;42
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;43
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;44
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;45
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;46
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;47
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;48
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;49
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;50
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;51
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;52
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;53
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;54
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;55
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;56
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;57
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;58
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;59
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:00
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:01
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:02
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:03
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:04
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:05
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:06
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:07
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:08
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:09
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:10
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:11
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:12
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:13
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:14
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:15
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:16
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:17
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:18
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:19
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:20
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:21
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:22
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:23
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:24
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:25
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:26
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:27
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:28
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:29
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:30
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:31
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:32
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:33
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:34
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:35
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:36
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:37
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:38
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:39
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:40
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:41
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:42
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:43
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:44
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:45
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:46
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:47
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:48
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:49
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:50
23;C;23;C;0;C;OFF;60;%;61;%;-1.64%;OFF;01:51
